text;label
Muito bom ?Controlo   meus gastos e pagamentos.;__label__0
Prático;__label__0
Gostei!;__label__0
great.;__label__0
Recomendo. Acesso total as futuras, podendo ate salvar em pdf.;__label__0
Muito prático...;__label__0
Lecal !;__label__0
Funciona super bem, consigo ter acesso a todas as informações que preciso.;__label__0
ótimo;__label__0
Very good app;__label__0
Bom cartão;__label__0
O app é bom;__label__0
It\s good!;__label__0
App muito prático!!;__label__0
É muito bom. Não tive problemas ainda 😁😍;__label__0
Muito bom;__label__0
Ver good;__label__0
Very good.;__label__0
Rápido e fácil de usar.;__label__0
Excelente aplicativo.Só que poderia ter suporte a Samsung Pay pra ficar perrfeito.;__label__1
O app e perfeito.;__label__0
Muito bom;__label__0
Muito bom;__label__0
Aplicativo muito bom, ágil e prático. Aprovado, e recomendo!;__label__0
Great app;__label__0
good app, it\s just a little messy when the month has closed and it adds the fee you haven\t paid with new debts;__label__2
😎;__label__0
maravilhoso;__label__0
é bom;__label__0
Muito fácil e agil com esse APP.;__label__0
Muito bom. Só gostaria do Boleto ou código de barras pelo app do dependente.;__label__1
good;__label__0
very good;__label__0
otimo;__label__0
this is good;__label__0
Great!;__label__0
sempre me mantém informado;__label__0
Não consegui acessar todas as funções do App devido a erros. Mas a maior parte e o necessário sim.;__label__2
Muito bom para ver o que está gastando em tempo real.;__label__0
O app é bonzinho, mas falta uma opção para motivar quando uma compra é feita no cartão;__label__1
Bom app;__label__0
Me ajuda muito nas consultas do dia a dia e supre minha necessidade que é ver a fatura e acompanhar meus gastos. Mostra a fatura parcelada mas deveria mostrar a quantidade de parcelas também.;__label__1
Horrível;__label__0
Muito prático!;__label__0
foi;__label__0
A fatura demora um pouco pra atualizar.;__label__0
Funciona muito bem e é bem simples.....so falta atualizar as compras feitas mais rapido pra chegar a 5 estrelas;__label__1
Good.;__label__0
App devia conter a opçāo de pagar o cartāo;__label__0
Inconveniente pelo motive que tenho que digitar a senha toda vez que uso.;__label__2
EDTA apresentando muita instabilidade.  Fecha e trava o tempo todo.;__label__2
É um bom app, mas precisa de melhoras. Algo que me incomoda é a lentidão em atualizar quando o pagamento da fatura é atualizado.;__label__2
Takes too long to open. It\s like they don\t want us to keep our debt in check.;__label__2
Ele cai na hora que eu vou logar;__label__2
Sempre que tento acessar aparece a mensagem ˆOcorreu algum problemaˆ. Nessa última\u0000 versão\u0000.;__label__2
Pior aplicativo que já usei da vida. É praticamente impossível gerar um código de barra. Parabéns ao banco Itaú.;__label__2
O aplicativo não funciona. Apresenta um erro em que não é possível carregar os dados.;__label__2
Não está funcionando o dia todo.;__label__2
Péssimo App... não consigo entrar... está dando erro...;__label__2
Não funciona;__label__0
Zenfone5;__label__0
Depois de digitar o número do cartão e a senha aparece a mensagem que ocorreu algum problema, tente novamente mais tarde;__label__2
Nunca consigo acessar os dados do cartão. O serviço está sempre indisponível;__label__2
As supostas correções estão invisíveis às primeira e segunda vistas, depois das quais o aplicativo deixa de funcionar e precisa ser reinstalado.;__label__2
Sempre dá erro na página inicial, logo após por a senha. Nunca consegui acessar;__label__2
Apresenta constantinente erros, a fatura so fica disponivel em .pdf apos 90 dias. Estava na expectativa por este app, mas foi decepcionante.;__label__2
App péssimo!! Há mais de 6 meses que não consigo acessar a fatura pelo app.;__label__2
Sempre da erro no servidor;__label__2
Nao consigo cadastrar meu cartao, sempre aparece uma mensagem dizendo que \nocorreu um problema e para tentar mais tarde.;__label__2
App muito fácil de usar ótimo;__label__0
Na versão inicial pegava normal, inclusive já vi minhas faturas e etc, mas na última atualização Não está funcionando...;__label__2
O aplicativo fecha depois de eu colocar a senha e confirmar, sem explicação nenhuma.;__label__2
Péssimo;__label__0
Fica dando crash toda vez que tento salvar um cartão.;__label__2
Depois de colocar cartão e senha aplicativo para de funcionar;__label__2
Era muito bom. Mas, depois da nova atualização infelizmente não carrega os dados e não há acesso as contas, sempre estão indisponíveis ou com problema na rede;__label__2
O app fecha sempre quando coloco meu número do cartão e senha. Nunca consegui passar da tela de login;__label__2
empresa lixo, bloqueou meu cartão sem minha autorização pq fiquei alguns meses sem usar. Detalhe, com um cliente que além de consumir bastante, nunca atrasamos uma parcela.;__label__2
Orrivel, não está baixando a fatura em PDF pelo App, também não consigo cadastrar na fatura por email, estou indignado com o desrespeito pelos clientes se tem um App deveria ser pra descomplicar nossas vidas, mas até nisso tem burocracias desnecessarias. Tenho sempre que ir na loja ligar naquele telefone horrível, esperar meia hora até ser atendido por causa de uma coisa simples, alem de ter que perder meu dia de trabalho.;__label__2
Um dos piores aplicativos que ja usei.;__label__0
Simplesmente horrível. Não consigo acessar nunca. Nem no site para tirar a fatura. Por favor verifiquem o erro e façam o conserto urgentemente.;__label__2
 Good!;__label__0
 Ok;__label__0
 Funciona fantasticamente bem!;__label__0
 Recebo propagandas mesmo desabilitando o recurso. Um saco!;__label__2
 excelente por demais. E os descontos nos cativam e fidelizam.;__label__0
 The app is perfect;__label__0
 Great app;__label__0
 Prático, inteligente, rápido! Adoro!;__label__0
 Muito prático e rápido;__label__0
 Nem ligo mais pra lugar nenhum.... Só peço por aqui.  Só acho que deveria haver uma melhor padronização dos menus, porque nem todos restaurantes são inteligentes para monta-los.;__label__1
 O app novo está muito bom 👏👏👏;__label__0
 Muitos restaurantes, cupons, aplicativo sem bugs e SAC muito prestativo;__label__2
 Supimpa;__label__0
 Easy to find promotional combos in the restaurant;__label__0
 Absolutamente sensacional! Valeu a pena as propagandas do YouTube terem me irritado por tanto tempo. Dá pra descolar uns descontos ótimos e descobrir restaurantes novos. E a interface é perfeita.;__label__0
 O aplicativo é excelente, atende as expectativas.;__label__0
 TOP;__label__0
 O ifood é um aplicativo interessante, no entanto os descontos não funcionam direito. Vamos dar uma arrunado nisso ai. Valeu!;__label__0
 Very efficient!;__label__0
 Prático;__label__0
 Good app;__label__0
 Praticidade;__label__0
 that\s great app;__label__0
 Ótimo app para quem está em casa e sem créditos no celular;__label__0
 muito boa;__label__0
 very good app;__label__0
 Muito bom... Melhor app  para quem tem fome;__label__0
 thunai;__label__0
 Altas promoções;__label__0
 Quando vocês fizerem um cupom de desconto por gentileza liberem pra quem vai pagar no vale refeição. Só isso que falta. Sem mais;__label__1
 sempre muito bom!;__label__0
 Muito boa opção!;__label__0
 app melhorou bastante;__label__0
 It\s is owesome;__label__0
 Wow Food;__label__0
 Muito bom.;__label__0
 Should be able to pay with paypal;__label__1
 Rápido, fácil e me mostra opções sem ter que sair de casa.;__label__0
 Quero comer;__label__0
 I Love ❤;__label__0
 Awesome;__label__0
 bom;__label__0
 Fácil, prático e útil. Só procurar o lugar, pedir e ele chega sem problemas. Da até para pagar direto pelo aplicativo.;__label__0
 otimo;__label__0
 Mt bom;__label__0
 Até o momento, apenas ótimas experiências;__label__0
 Everything is fine on my first try;__label__0
 Very direct and intuitive interface!;__label__0
 app mto bom! very good;__label__0
 Amo esse aplicativo, lol;__label__0
 Fantástico. Masterpass nao esta validando;__label__2
 The app is really good.;__label__0
 Super intuitivo, recomendo!;__label__0
 Muito Facil de usar;__label__0
 Muito Bom;__label__0
 Fantastic selection of restaurants for the region (near São Paulo, Brazil). The only negative thing I could say is that the customer service with some restaurants is horrible, but of course that isn\t the developers\ fault at all!;__label__2
 great!;__label__0
 Muito bom;__label__0
 incredible. Excellent;__label__0
 Muito bom;__label__0
 Prático, rápido e eficaz;__label__0
 Interessante gostei tchau;__label__0
 Good app;__label__0
 excelente;__label__0
 Muito bom!;__label__0
 Nunca tive nenhum problema. Entregas rápidas. Recomendo.;__label__0
 Muito prático e rápido de fazer o pedido, estão de parabéns.;__label__0
 Melhor aplicativo para pedir comida, encomenda de algum lugar! ❤ Não é nada complicado e vem tudo certinho!;__label__0
 Mara fome!;__label__0
 The best;__label__0
 Mais de um ano usando o aplicativo (antigo netcook que agora é da ifood) e a praticidade é ótima. Algumas empresas (não faço mais pedidos), tentam burlar o app falando que o pedido foi "cancelado". Recomendo atualização em 2019 depois de quase três anos: merece reforcar. é um aplicativo bom demais. Faz parte do dia a dia já.;__label__2
 Agora não preciso irritar ninguém com minha indecisão!!;__label__0
 top;__label__0
 Essa versão ficou muito boa,melhor que a anterior,so uso ifood agora;__label__0
 Muito prático!!;__label__0
 Mt bom;__label__0
 Muito prático;__label__0
 Muito bom, rápido e prático;__label__0
 Muito bom. Poderiam pensar em integrar com o Nubank, para não precisar digitar o cartão.;__label__1
 Good;__label__0
 Luxo;__label__0
 Nooooo ze que aplicativo da hora bao demais;__label__0
 Aplicativo muito bom!!! Sempre o uso;__label__0
 Muito bom... nunca deu engano em nada;__label__0
 Sempre muito bom;__label__0
 O pedido chega rápido,  fresquinho. Pra quem mora sozinho salva vidas!;__label__0
 Bom;__label__0
 Good 👍;__label__0
 Seguro, rapido e eficaz!!!;__label__0
 ok;__label__0
 sensacional aplicativo.;__label__0
 Melhor app, pagamento online, e preço do frete no ícone.;__label__0
 Best food app ever;__label__0
 Rápido e Prático;__label__0
 Great app;__label__0
 excelent app! its giving me more time to spend with my family.;__label__0
 Yay;__label__0
 Muito bom.;__label__0
 ADORO PEDIR NO IFOOD . ENCONTRO VARIOS LOCAIS BARATOS E AINDA RAPIDOS E DE COMIDA MUITO BOA;__label__0
 Super prático.;__label__0
Finalmente implementaram o acesso com impressão digital. Agora sim, 5 \nestrelas!;__label__0
great;__label__0
A UI ficou melhor! O desempenho também. Gostaria que o Internet banking fosse assim também. A interface do Internet banking está bem ultrapassada.;__label__1
Very Nice the app;__label__0
Única coisa que falta é usar a impressão digital;__label__1
Baita App... Recomendo a todos...;__label__0
Ótimo app. Parabéns ao Itaú.;__label__0
Agora está OK após a correção do QR code;__label__1
Fast, nice user interface and do everything I need;__label__0
Essa versão está Absurdamente melhor. Funcionando 100%;__label__0
É o melhor aplicativo de bancos mas ultimamente, não tenho conseguido acessar a opção "pagamentos". O aplicativo congela e fecha.;__label__2
Getting better day by day;__label__0
Não funciona no Android L;__label__0
Muito bom, não sei se por sorte ou não usar as funções problemáticas, mas nunca tive problemas. Gostei muito dessa nova versão inclusive.;__label__0
